ID,Embedding,CreatedAt,Sekolah
11,"[1.3571377992630005,2.359663486480713,2.431797504425049,-1.6781888008117676,2.446173667907715,2.7147412300109863,3.3566033840179443,-1.9422110319137573,-0.9591644406318665,-6.9871087074279785,3.027515411376953,-4.33262825012207,-2.051534652709961,0.9493622779846191,-3.5965497493743896,-1.5320075750350952,0.7562906742095947,-3.6384973526000977,0.31700408458709717,-2.0510096549987793,2.7436716556549072,-4.477704048156738,1.5625464916229248,4.752628326416016,1.4114171266555786,4.416929721832275,4.910369873046875,-0.664310872554779,-1.5220332145690918,-4.885899543762207,-0.9537836313247681,7.557682991027832,-0.8616014122962952,1.4362478256225586,-2.194688558578491,2.3506557941436768,5.113691329956055,-4.803160190582275,-0.6922629475593567,2.311514377593994,1.2630634307861328,-1.6125341653823853,0.06575069576501846,-1.4352011680603027,-5.034148216247559,4.5768914222717285,3.1158719062805176,-0.9764366149902344,-1.7784554958343506,-4.307463645935059,4.070944786071777,-0.5201915502548218,3.8880391120910645,2.3365206718444824,1.5938607454299927,8.884056091308594,-0.18684722483158112,-5.62504768371582,2.896989345550537,4.797465801239014,-1.7816894054412842,0.822281539440155,3.7420544624328613,2.0809974670410156,-0.13658040761947632,0.8722950220108032,5.543416976928711,0.9443800449371338,4.2833967208862305,4.7662353515625,1.7213810682296753,4.015953063964844,-0.7253395915031433,5.181462287902832,-4.396800994873047,3.5477097034454346,-1.2740885019302368,1.662516474723816,-3.909862756729126,-4.3468122482299805,-0.3892187178134918,2.6582276821136475,0.5918777585029602,0.3306484520435333,3.4846444129943848,1.074288249015808,4.691049575805664,-7.14739465713501,4.10908842086792,2.2086422443389893,0.16549816727638245,-3.4967026710510254,1.044687271118164,-2.1570885181427,-0.9856412410736084,7.0107879638671875,2.6303510665893555,-3.8821804523468018,3.2296392917633057,2.5978457927703857,-4.008396148681641,-3.8997249603271484,3.0438971519470215,-1.2447023391723633,-0.9009613394737244,-2.902160882949829,-6.886312961578369,6.799195289611816,1.7045745849609375,-2.8495218753814697,-3.884181261062622,-1.657314658164978,3.209268569946289,-1.2305988073349,0.348366379737854,4.01044225692749,-1.1619818210601807,2.9850924015045166,-0.3946729302406311,-4.108983039855957,1.1307594776153564,-3.4633822441101074,3.2574479579925537,1.327310562133789,1.347604513168335,1.6554104089736938,2.046065092086792,-4.3511834144592285]",2026-05-18T03:45:51.271Z,
12,"[0.719559907913208,1.5080653429031372,1.5449705123901367,-1.1428309679031372,1.9553660154342651,2.42549467086792,2.397005319595337,-2.051398754119873,-1.2108852863311768,-5.101330757141113,2.4309263229370117,-4.107176303863525,0.0212724432349205,0.08189983665943146,-2.554075241088867,-1.6872526407241821,0.5628886818885803,-4.610478401184082,0.646465539932251,-2.105910301208496,2.8337478637695312,-4.674932956695557,1.2244945764541626,4.807986736297607,2.173924207687378,4.536739826202393,5.296369552612305,0.47799238562583923,-0.6452822089195251,-4.760853290557861,-1.1723054647445679,6.205376148223877,-0.922470211982727,1.5738557577133179,-1.452048659324646,1.6660581827163696,3.7355332374572754,-3.50700306892395,-0.07188871502876282,2.027838706970215,1.47140371799469,-0.9966966509819031,-0.2075289487838745,-0.14604094624519348,-5.231540679931641,3.2108314037323,2.990246295928955,-0.23671084642410278,-0.39350268244743347,-4.951564788818359,3.402092218399048,0.8681578636169434,2.906905174255371,2.349616527557373,1.188059687614441,8.817691802978516,0.5261048078536987,-5.309406757354736,2.642049789428711,4.294406414031982,-2.0596730709075928,0.3470114469528198,3.04789137840271,1.1437311172485352,-0.7820368409156799,0.10271107405424118,3.7445662021636963,-0.09125667065382004,3.070240020751953,3.6605279445648193,1.0505772829055786,3.0298116207122803,-0.6651739478111267,4.038887977600098,-4.0921149253845215,2.9662604331970215,-0.81581711769104,2.0267961025238037,-3.8248157501220703,-4.069799900054932,-0.09759119153022766,1.4864057302474976,1.283225655555725,1.1846394538879395,3.463473320007324,1.0452874898910522,4.5499467849731445,-6.185471057891846,3.5650222301483154,1.6403825283050537,0.24983784556388855,-3.6279220581054688,1.1428725719451904,-2.1230618953704834,-0.19781705737113953,6.948927402496338,2.348284959793091,-4.902956962585449,2.836615562438965,1.6559581756591797,-3.2096571922302246,-2.5584418773651123,2.9098381996154785,-0.65228271484375,-0.6443189382553101,-1.979180097579956,-5.844290733337402,5.763668537139893,2.471506357192993,-2.9602816104888916,-2.913238525390625,-2.436462640762329,1.929684042930603,-0.9128662943840027,0.9385300874710083,3.590487480163574,-1.1646233797073364,3.0292749404907227,0.03636894375085831,-4.1559367179870605,2.0182058811187744,-3.1969387531280518,2.5975191593170166,1.6774706840515137,1.2579485177993774,1.5638564825057983,2.9530446529388428,-3.8915517330169678]",2026-05-18T03:47:18.871Z,
13,"[0.9057408571243286,1.2910006046295166,1.5720765590667725,-1.4151511192321777,2.376464605331421,3.6037449836730957,3.024855375289917,-2.839212656021118,-1.6800971031188965,-5.801035404205322,2.0934863090515137,-4.784616470336914,-0.7840923070907593,0.025025762617588043,-2.3759093284606934,-1.0618584156036377,0.612431526184082,-4.204888343811035,0.26967790722846985,-3.4923558235168457,4.09809684753418,-5.375814437866211,1.7202965021133423,5.73091459274292,2.695223808288574,3.855764389038086,4.39450740814209,-0.02920149266719818,-1.5356128215789795,-4.804102897644043,-1.0349819660186768,7.136220932006836,-1.0784029960632324,2.4659411907196045,-0.4470369219779968,1.9073584079742432,4.223348617553711,-3.847080707550049,-0.3098222613334656,3.3024990558624268,2.709864616394043,-1.0939654111862183,0.2756383717060089,-0.6291029453277588,-5.986591815948486,3.8175477981567383,3.653656005859375,0.2401174157857895,-1.3785516023635864,-6.105344772338867,3.1719377040863037,-0.14494113624095917,3.6561226844787598,2.791774034500122,2.243201732635498,9.823209762573242,1.3015756607055664,-6.1379194259643555,3.0076098442077637,3.9428892135620117,-1.9702684879302979,0.3247219920158386,2.6256825923919678,1.9066863059997559,-0.17926830053329468,-0.42933785915374756,5.265068531036377,0.5955079793930054,3.0962390899658203,3.3113434314727783,1.4442654848098755,4.448504447937012,-0.5768747329711914,4.918679237365723,-4.731724739074707,3.231085777282715,-0.8465986251831055,3.0156798362731934,-4.821550369262695,-4.432637691497803,-0.19100067019462585,1.5036062002182007,0.11674745380878448,0.6632285714149475,3.801124334335327,0.5341172814369202,5.265904426574707,-6.994953155517578,3.646575450897217,2.616210460662842,1.183599591255188,-3.659032106399536,1.1563045978546143,-2.211308717727661,-0.3805995583534241,7.943719863891602,3.58262038230896,-4.988606929779053,3.3179550170898438,2.6239404678344727,-4.044133186340332,-3.8316569328308105,1.7467948198318481,-1.10722815990448,-0.709855318069458,-3.523245334625244,-6.894446849822998,5.566479206085205,3.475322961807251,-3.0647287368774414,-4.563187122344971,-2.0640945434570312,3.381061553955078,-1.7241615056991577,-0.15088200569152832,2.976809501647949,-0.7868490219116211,3.713285207748413,0.26248806715011597,-4.143630504608154,1.5011564493179321,-3.6309969425201416,4.0185017585754395,1.4709745645523071,1.853121042251587,2.1610147953033447,2.9109716415405273,-4.690397262573242]",2026-05-18T03:50:03.644Z,
14,"[1.1966966390609741,2.349137783050537,1.5681811571121216,-1.9073313474655151,2.109964609146118,2.7429146766662598,3.4460558891296387,-2.386892318725586,-0.7840571999549866,-6.62746524810791,3.102989435195923,-4.02554178237915,-1.7028896808624268,0.11950771510601044,-3.1789627075195312,-1.476639747619629,0.5590198040008545,-4.012575149536133,0.42642900347709656,-2.712599754333496,2.6312737464904785,-4.987525939941406,1.2730916738510132,5.192180633544922,1.4308778047561646,4.231306076049805,5.038583278656006,-0.24850058555603027,-1.7359287738800049,-4.228204250335693,-0.5062159299850464,7.190340042114258,-0.66069096326828,1.6669723987579346,-2.451427698135376,1.5980216264724731,4.670753002166748,-3.591702461242676,-0.158931702375412,2.5903384685516357,1.534014105796814,-1.3638248443603516,0.07642662525177002,-1.0090632438659668,-5.296469211578369,3.7732045650482178,2.934122323989868,-0.4992661774158478,-1.5156530141830444,-4.837050914764404,4.345165252685547,-0.13897384703159332,3.891305446624756,2.2324166297912598,1.5678340196609497,10.051112174987793,0.6117953062057495,-5.636183261871338,2.2004599571228027,4.477925777435303,-2.281362771987915,0.9647242426872253,2.9268178939819336,1.9829379320144653,0.20730331540107727,0.09956848621368408,4.992892742156982,0.5994260311126709,2.986952543258667,3.9397194385528564,1.7893857955932617,4.509737968444824,-0.4400344789028168,4.777843952178955,-4.867971897125244,3.4122354984283447,-1.7852550745010376,1.5569297075271606,-4.751313209533691,-4.884994983673096,-0.427353173494339,2.58834171295166,0.7352953553199768,0.5361559391021729,3.119713306427002,0.756809651851654,4.943659782409668,-6.505795478820801,3.968508720397949,2.095076560974121,0.13169260323047638,-4.279139995574951,1.4444953203201294,-1.7850764989852905,-0.2382342517375946,6.6276140213012695,2.7638871669769287,-4.265061855316162,3.2297840118408203,2.0952117443084717,-3.0476865768432617,-4.115265369415283,2.838785171508789,-1.3184421062469482,-0.9123514294624329,-3.145061731338501,-6.930299282073975,6.0955023765563965,2.6075873374938965,-3.026355028152466,-3.8707969188690186,-1.8785752058029175,2.9861414432525635,-1.022655725479126,0.07433363795280457,3.73297381401062,-1.2489824295043945,3.360011339187622,-0.21115821599960327,-3.7475228309631348,1.3245927095413208,-2.920701026916504,3.5655360221862793,1.6406810283660889,1.1619398593902588,1.9296597242355347,2.0240190029144287,-4.692882537841797]",2026-05-18T03:52:09.313Z,
15,"[0.6718031167984009,1.047650694847107,2.8133273124694824,-1.5466716289520264,2.1608645915985107,3.3618128299713135,3.1149604320526123,-2.507254123687744,-1.9510891437530518,-5.746732234954834,2.8693041801452637,-4.536273956298828,-0.8190815448760986,0.5699535608291626,-3.701878547668457,-1.8017549514770508,1.1527440547943115,-5.123043060302734,0.2935718297958374,-3.769724130630493,3.4922571182250977,-6.099617958068848,1.0699043273925781,4.744988918304443,2.4538066387176514,5.208333492279053,5.056281566619873,0.5038199424743652,-0.9326510429382324,-5.838708877563477,-1.5007364749908447,7.331492900848389,-1.6492594480514526,2.2579433917999268,-1.3852487802505493,1.8963743448257446,4.640267372131348,-2.902825117111206,-0.23897019028663635,2.0431084632873535,2.074502944946289,-0.8573686480522156,0.20138999819755554,-0.6003381013870239,-7.357001304626465,4.026867866516113,3.661287307739258,-0.004218721762299538,-0.2567046880722046,-6.657249450683594,5.095698833465576,0.9983924031257629,3.594862937927246,1.938417673110962,2.1745288372039795,10.338399887084961,0.242204487323761,-6.480732440948486,2.1964964866638184,4.805692672729492,-3.2498087882995605,0.37567585706710815,3.142322301864624,2.489351987838745,-0.24713143706321716,0.5667219161987305,4.025259971618652,1.3556783199310303,5.133474349975586,5.254689693450928,1.9279650449752808,3.7872326374053955,-1.527842402458191,4.524616718292236,-4.302814483642578,4.292010307312012,-1.4273126125335693,2.158444404602051,-4.819035053253174,-4.433305740356445,0.20821872353553772,1.4059765338897705,1.369838833808899,1.3870280981063843,3.225719928741455,1.4538671970367432,5.788431167602539,-6.955888748168945,2.6381561756134033,2.9943602085113525,0.9163500070571899,-4.939255237579346,2.471954584121704,-2.4454638957977295,0.1772010326385498,8.252157211303711,4.341623783111572,-4.2258453369140625,4.410275936126709,2.9402639865875244,-3.9870378971099854,-3.177699327468872,2.348818302154541,-0.11427078396081924,-1.2169265747070312,-2.3239457607269287,-7.367043972015381,5.601431846618652,1.9502828121185303,-3.550812005996704,-4.0487895011901855,-1.9042835235595703,2.2315709590911865,-2.2361652851104736,1.290346622467041,3.9278430938720703,-1.9706381559371948,4.309441089630127,0.3182009160518646,-5.665640830993652,1.894020915031433,-4.298485279083252,3.538536310195923,2.8283960819244385,1.256392002105713,1.4963258504867554,2.710031747817993,-3.176288366317749]",2026-05-18T03:53:22.762Z,
16,"[-0.082338348031044,1.2727234363555908,1.2308762073516846,0.00009437650442123413,1.7297388315200806,2.668036937713623,3.2758965492248535,-1.259827733039856,-0.1927165687084198,-5.120492935180664,2.2692458629608154,-2.7286412715911865,-1.1799274682998657,0.5326826572418213,-3.330763578414917,-1.6176639795303345,1.1542671918869019,-2.969132423400879,-0.5508314371109009,-0.8469658493995667,2.3890128135681152,-4.457756042480469,0.9077327847480774,3.971717357635498,1.2350338697433472,3.2267560958862305,4.394589900970459,-0.9453872442245483,-1.3133282661437988,-4.372128009796143,-0.38019859790802,5.030537128448486,-1.187077522277832,0.6850829124450684,-1.4207228422164917,1.3072166442871094,3.5721163749694824,-3.1871047019958496,-0.5726592540740967,1.9281234741210938,0.7702645063400269,-1.0228880643844604,-0.29160547256469727,-0.37562230229377747,-4.268392562866211,2.719188690185547,2.4382126331329346,0.01584186591207981,-1.601859211921692,-3.9939165115356445,3.3028178215026855,0.6335698366165161,3.582972764968872,2.0368998050689697,0.7889103293418884,8.47957706451416,0.40925130248069763,-4.544591903686523,1.9429876804351807,3.252103090286255,-2.075882911682129,1.9349000453948975,2.416461944580078,1.5343265533447266,0.4411783516407013,0.3026689887046814,4.078792095184326,1.0489096641540527,2.279613733291626,3.18489146232605,1.3083257675170898,3.371847629547119,-0.24783065915107727,3.1951189041137695,-3.4130756855010986,2.0406880378723145,-0.7491854429244995,1.2423893213272095,-4.160805702209473,-3.9793550968170166,-0.337378591299057,0.7314422130584717,0.04646008089184761,0.06096980720758438,2.425382137298584,1.2920671701431274,3.956594705581665,-5.671257019042969,3.350597620010376,1.625386118888855,0.04341047257184982,-3.4800338745117188,0.47836771607398987,-1.856201171875,-0.8780357837677002,5.9784955978393555,3.6096789836883545,-4.5041584968566895,3.4281554222106934,2.625474691390991,-2.66682767868042,-1.109482765197754,2.56870698928833,-1.0427675247192383,-0.05971501022577286,-2.4274516105651855,-4.986298084259033,3.872352123260498,2.7273361682891846,-2.799678325653076,-2.797531843185425,-0.6222237348556519,3.0735881328582764,-1.473537802696228,-0.4726520776748657,3.3642659187316895,-2.2000491619110107,4.352308750152588,-0.19839352369308472,-3.6676278114318848,0.5796930193901062,-2.9636614322662354,2.9213972091674805,1.2512123584747314,1.1016016006469727,1.743847131729126,2.290703773498535,-3.2584228515625]",2026-05-18T03:56:32.719Z,
17,"[1.105613112449646,1.6892123222351074,2.1441726684570312,-0.9681239724159241,2.19183349609375,2.6971664428710938,2.8102529048919678,-1.6537848711013794,-1.7117998600006104,-4.9143242835998535,2.4889466762542725,-4.640311241149902,-2.3737375736236572,0.2671172320842743,-3.1690540313720703,-1.1021815538406372,0.8090447187423706,-3.4470291137695312,0.07903380692005157,-2.0513057708740234,2.6099464893341064,-3.8344321250915527,1.9427436590194702,4.30996036529541,2.6582090854644775,3.5127158164978027,4.550267219543457,0.7287681102752686,-1.004969835281372,-4.442478656768799,-1.1142361164093018,6.549820899963379,-0.4368397295475006,1.2699518203735352,-0.9300635457038879,1.8718219995498657,4.493983268737793,-3.9965028762817383,-0.4318293333053589,2.3343939781188965,1.1297122240066528,-1.844484806060791,-0.7461974620819092,-1.059645175933838,-4.325682640075684,3.2333953380584717,2.6055049896240234,0.39039430022239685,-1.5706509351730347,-3.547053575515747,3.2596275806427,0.3889581263065338,4.081230640411377,2.773629903793335,1.2765331268310547,8.82935619354248,-0.24866165220737457,-5.589536190032959,2.6233606338500977,3.9055984020233154,-1.4563196897506714,-0.2542586028575897,3.2449862957000732,1.577466368675232,-0.35909542441368103,0.9028623700141907,4.716790199279785,1.3890324831008911,3.47304630279541,3.5692412853240967,0.5405732989311218,2.826815605163574,0.060513533651828766,4.567293643951416,-4.02354097366333,3.0071914196014404,-0.46292388439178467,2.1675467491149902,-3.5114922523498535,-3.0709142684936523,-0.7339776754379272,2.1837692260742188,0.3995043933391571,1.036757230758667,4.10354471206665,0.7434437274932861,4.678796768188477,-6.942986011505127,4.281310081481934,3.1486730575561523,-0.24484053254127502,-2.77423095703125,0.8917487263679504,-1.6382557153701782,-0.7816502451896667,5.863488674163818,2.3441669940948486,-4.346546649932861,2.290487289428711,2.3723504543304443,-3.5417866706848145,-2.4888670444488525,2.37746524810791,-1.159203052520752,-0.8447893857955933,-2.3609633445739746,-6.366964340209961,5.809423446655273,2.197028160095215,-2.589184284210205,-3.6317732334136963,-1.1426212787628174,2.894540309906006,-1.2883341312408447,0.7274025678634644,3.528360605239868,-0.9871422052383423,2.563871383666992,-0.23320665955543518,-4.0002241134643555,1.6504870653152466,-3.5222647190093994,2.3629753589630127,1.7307332754135132,1.4683209657669067,1.9386430978775024,2.6329500675201416,-3.1645240783691406]",2026-05-18T03:58:15.552Z,
18,"[0.7327742576599121,2.4177486896514893,1.499308705329895,-1.1291332244873047,2.024226188659668,3.675869941711426,2.8614461421966553,-1.660149335861206,-0.47623082995414734,-6.918399810791016,3.334987163543701,-4.461147308349609,-1.8019570112228394,0.8279519081115723,-3.6381995677948,-2.117170572280884,1.1407839059829712,-3.780548334121704,0.029799960553646088,-2.652810573577881,2.4326910972595215,-4.640683174133301,1.8412301540374756,3.8761415481567383,1.5909286737442017,3.836167097091675,4.513227462768555,-0.15733835101127625,-1.428985834121704,-5.661860466003418,-1.464237093925476,6.85255765914917,-1.2040386199951172,1.3219174146652222,-1.3724675178527832,1.199519395828247,5.014966011047363,-3.1743271350860596,0.03578495234251022,1.815433144569397,0.8842609524726868,-1.827223777770996,-0.19460833072662354,-1.1359130144119263,-4.777431011199951,2.9271087646484375,3.472177743911743,-0.5313022136688232,0.5264162421226501,-4.373611927032471,4.504759311676025,0.06894122064113617,3.782726287841797,1.7557810544967651,1.3205550909042358,9.571127891540527,0.6387525796890259,-5.456628322601318,1.8443549871444702,4.641282081604004,-3.070364236831665,0.7595311999320984,2.9561989307403564,1.9175549745559692,0.11357250809669495,0.6508391499519348,4.755739688873291,1.1382431983947754,3.584684371948242,3.7254786491394043,0.8458787202835083,3.9998667240142822,-1.6152231693267822,4.492520332336426,-4.5172648429870605,3.320288896560669,-1.835356593132019,1.1969609260559082,-4.5821404457092285,-4.327702045440674,-0.14725999534130096,2.4604408740997314,1.7272920608520508,0.6277763247489929,2.8024630546569824,1.4199358224868774,5.067392349243164,-6.265993595123291,2.855297803878784,1.968726634979248,0.4520266652107239,-4.212732315063477,0.9176461696624756,-2.717926502227783,-0.7504407167434692,7.0055928230285645,2.215548038482666,-4.2118048667907715,3.5320816040039062,2.5982553958892822,-3.7898895740509033,-3.592674970626831,2.408726215362549,-0.4716719686985016,-0.8784481287002563,-2.515606641769409,-6.386989593505859,5.71718692779541,2.3675696849823,-3.3053019046783447,-3.859219789505005,-2.103747606277466,2.188616991043091,-1.109479546546936,0.08919811248779297,3.473912477493286,-1.0279604196548462,3.449479818344116,-0.03146209567785263,-4.014762878417969,0.9328339099884033,-3.5147743225097656,3.540588140487671,2.5306787490844727,0.8990237712860107,1.64949369430542,1.970259666442871,-3.8370373249053955]",2026-05-18T03:59:34.780Z,
19,"[0.853796124458313,1.8954564332962036,1.4719852209091187,-1.3093446493148804,1.9125657081604004,2.7385098934173584,2.4755911827087402,-1.8755557537078857,-0.9452369809150696,-6.468941688537598,3.007761001586914,-3.744886875152588,-1.9588264226913452,0.28046438097953796,-2.725257635116577,-2.3707752227783203,1.118399977684021,-3.9217944145202637,0.09488758444786072,-2.4964020252227783,2.5251381397247314,-4.965158939361572,1.0590882301330566,4.86884880065918,1.369558572769165,4.61917781829834,5.039929389953613,-0.5436527132987976,-1.1007590293884277,-4.755963325500488,-0.43004319071769714,6.858265399932861,-1.2262513637542725,1.396889328956604,-1.646254539489746,1.99021315574646,4.3795623779296875,-4.0974650382995605,-0.08726558089256287,2.8230226039886475,1.5594093799591064,-0.7550826668739319,0.5784397125244141,-1.4215097427368164,-4.545393943786621,3.6365063190460205,3.5830698013305664,-0.4132126569747925,-0.4368046522140503,-4.563854217529297,3.7974355220794678,-0.04902927204966545,3.965635299682617,1.922824501991272,0.9012325406074524,9.703850746154785,1.2875115871429443,-5.209400653839111,1.806111216545105,4.3175764083862305,-2.3393592834472656,0.4350395202636719,3.359602689743042,2.8062021732330322,0.24331113696098328,0.5338255167007446,5.172670841217041,1.0919109582901,3.4812233448028564,4.051871299743652,1.8313525915145874,4.431220531463623,-0.7329913377761841,4.900961875915527,-4.1784138679504395,2.3974623680114746,-1.025307536125183,1.438772201538086,-5.275609016418457,-4.219882488250732,-0.982308030128479,1.9102840423583984,1.2632546424865723,0.5233460068702698,3.110792398452759,0.8341808319091797,4.752744674682617,-6.298598766326904,2.9985759258270264,2.0995821952819824,0.010063990950584412,-3.920588493347168,1.2359594106674194,-1.8872044086456299,-0.4475817084312439,6.321050643920898,2.6584787368774414,-3.4305577278137207,3.2338955402374268,2.3891706466674805,-3.2888214588165283,-3.5605993270874023,3.2731270790100098,-0.34576332569122314,-0.21569904685020447,-2.7285544872283936,-6.7581868171691895,5.8484673500061035,2.1979222297668457,-3.175363779067993,-3.3952767848968506,-1.7548009157180786,2.9052624702453613,-0.7351037263870239,0.5241831541061401,3.637422561645508,-1.316358208656311,3.9341161251068115,0.8273987770080566,-3.7771623134613037,1.1213001012802124,-3.647793769836426,3.428323984146118,1.7682585716247559,0.7326078414916992,1.1614899635314941,1.7417103052139282,-3.56718373298645]",2026-05-18T04:00:53.471Z,
20,"[0.5823251008987427,0.8547447919845581,1.4459023475646973,-0.5364840030670166,2.0336813926696777,3.558026075363159,2.1896328926086426,-2.016153335571289,-1.018384337425232,-5.843480587005615,1.8266240358352661,-3.5161147117614746,-1.8593451976776123,0.9220585823059082,-3.1777737140655518,-1.5917139053344727,1.1725866794586182,-3.5708069801330566,-0.1204022467136383,-2.2195703983306885,2.0968406200408936,-4.344390869140625,1.9797873497009277,2.9272589683532715,1.4949356317520142,3.408200740814209,4.083845138549805,-0.3091020882129669,-1.452709674835205,-4.484227180480957,-0.5149134397506714,5.414319038391113,-0.7623730897903442,0.570169985294342,-1.0830588340759277,1.4856775999069214,4.2692036628723145,-2.774075746536255,0.6037448644638062,2.892505407333374,0.9933748841285706,-1.3687814474105835,-0.5749651193618774,-1.2615692615509033,-3.3807713985443115,2.8296926021575928,2.5643651485443115,0.530847430229187,0.35880202054977417,-3.787306785583496,3.2908802032470703,-0.1264878213405609,3.576115369796753,1.436948299407959,1.39606773853302,8.391746520996094,0.8928139209747314,-4.863931655883789,2.523322105407715,3.9484457969665527,-2.038642168045044,-0.1359628587961197,2.956965923309326,1.1857753992080688,-0.9320710301399231,0.2736157178878784,4.249475479125977,1.440821886062622,2.6836321353912354,3.023299217224121,-0.2731502950191498,3.791123867034912,-1.2434312105178833,3.254521131515503,-3.4449009895324707,2.5397181510925293,-1.3145179748535156,1.3490219116210938,-4.128433704376221,-3.592543601989746,-1.044206142425537,1.4519253969192505,1.0940648317337036,1.071829915046692,2.1055381298065186,0.9810765981674194,4.231164932250977,-5.266242980957031,2.830913543701172,2.0629513263702393,0.5014289021492004,-3.7728614807128906,0.9518109560012817,-2.457833766937256,-0.9191876649856567,5.551591873168945,2.5666985511779785,-3.962415933609009,3.145317554473877,2.8171334266662598,-2.391749382019043,-2.719259738922119,1.7910939455032349,-0.47832533717155457,-0.11549736559391022,-2.7212440967559814,-5.967568874359131,4.71038293838501,2.2209157943725586,-2.9525153636932373,-2.8695414066314697,-1.5570194721221924,2.2933008670806885,-1.3459733724594116,0.47048696875572205,2.861508369445801,-1.2813916206359863,3.890995502471924,-0.11777322739362717,-3.927485942840576,1.0027745962142944,-3.464806318283081,3.040060043334961,1.7163630723953247,0.8864744305610657,0.8363257646560669,1.5873842239379883,-3.1023645401000977]",2026-05-18T04:02:43.400Z,
21,"[1.1278842687606812,1.6454088687896729,1.2079440355300903,-1.0242549180984497,1.4480094909667969,3.748051404953003,2.7005436420440674,-2.267404317855835,-1.460084080696106,-6.4250712394714355,1.8767409324645996,-3.783045768737793,-2.1829147338867188,0.5356489419937134,-2.710275411605835,-1.1646708250045776,0.7162965536117554,-2.284466028213501,0.1432984173297882,-1.5501991510391235,1.9420753717422485,-4.219759464263916,2.900658369064331,3.215308427810669,2.6987431049346924,3.8133294582366943,4.429792881011963,-0.12913759052753448,-2.2089338302612305,-4.159700393676758,-0.7209117412567139,6.217010974884033,-1.3118177652359009,1.7676187753677368,-1.3752158880233765,1.5842779874801636,4.606626987457275,-3.8868534564971924,0.9025838375091553,3.5621602535247803,1.4421055316925049,-1.9610971212387085,-0.3857749402523041,-1.4455018043518066,-1.8870683908462524,2.2470510005950928,2.3648135662078857,0.834513783454895,-0.5720906257629395,-3.434492826461792,2.2606797218322754,-0.653437614440918,3.8673198223114014,2.9296376705169678,0.8351752161979675,8.529339790344238,1.3070082664489746,-4.8282670974731445,2.7523226737976074,3.3324389457702637,-1.3055591583251953,-0.019163988530635834,2.9092726707458496,1.522998571395874,-0.6628381013870239,-0.036197587847709656,4.955028057098389,0.4248787760734558,1.5061659812927246,2.115744113922119,-0.09212535619735718,4.3845977783203125,0.4018957018852234,5.125381946563721,-3.8612189292907715,1.7434213161468506,-1.2732781171798706,1.795448899269104,-3.5703532695770264,-3.6542646884918213,-1.3768810033798218,1.9967896938323975,-0.1813415288925171,0.9165863990783691,4.1048173904418945,0.6152735352516174,4.7267961502075195,-6.073338031768799,3.690539598464966,3.0982115268707275,-0.2015153467655182,-2.8611512184143066,0.514190137386322,-2.505145311355591,-1.6601548194885254,5.908758640289307,2.099393129348755,-4.388458251953125,2.1427536010742188,1.8125001192092896,-2.485590934753418,-3.234966516494751,2.355177402496338,-1.7986730337142944,-0.38027438521385193,-2.604421377182007,-6.860374450683594,5.46570348739624,2.5879509449005127,-3.0878703594207764,-3.2525923252105713,-0.7588012218475342,3.5214309692382812,-1.6838833093643188,0.9245489835739136,3.664444923400879,-1.1576725244522095,3.487893581390381,0.2201429009437561,-3.2496213912963867,1.2423471212387085,-3.401867628097534,3.5844225883483887,1.8872989416122437,0.7758091688156128,1.2076979875564575,2.1895925998687744,-4.017101287841797]",2026-05-18T04:05:12.149Z,
